19|0|15400
19|1|3000
19|2|8200
19|3|1000
19|4|14400
19|5|23000
19|6|8200
19|7|4000
19|8|3400
19|9|200
19|10|66800
19|11|37600
19|12|1800
19|13|0
19|14|5000
19|15|8200
19|16|14400
19|17|1600
19|18|10000
19|19|26400
19|20|14200
19|21|10400
19|22|600
19|23|2800
19|24|600
19|25|1000
19|26|600
19|27|15600
19|28|10000
19|29|12000
19|30|1800
19|31|11400
19|32|7200
19|33|3800
19|34|9200
19|35|28200
19|36|3000
19|37|1400
19|38|3400
19|39|3000
19|40|2400
19|41|5400
19|42|5600
19|43|10600
19|44|2000
19|45|14400
19|46|10200
19|47|1200
19|48|21400
19|49|200
19|50|9200
19|51|23000
19|52|8400
19|53|4000
19|54|5400
19|55|6600
19|56|8600
19|57|5400
19|58|14400
19|59|6400
19|60|11600
19|61|1600
19|62|4800
19|63|6000
19|64|3000
19|65|600
19|66|4600
19|67|26600
19|68|7600
19|69|600
19|70|8000
19|71|11200
19|72|5000
19|73|4600
19|74|800
19|75|9800
19|76|9400
19|77|6000
19|78|9400
19|79|22400
19|80|2800
19|81|3200
19|82|12600
19|83|16000
19|84|1400
19|85|14000
19|86|1800
19|87|2600
19|88|15000
19|89|9000
19|90|4600
19|91|38200
19|92|3000
19|93|12400
19|94|2200
19|95|800
19|96|11000
19|97|1800
19|98|15200
19|99|4600
19|100|1600
19|101|1400
19|102|4200
19|103|11200
19|104|29800
19|105|2200
19|106|6000
19|107|12600
19|108|8800
19|109|4600
19|110|3600
19|111|200
19|112|9200
19|113|4600
19|114|5200
19|115|800
19|116|31200
19|117|12400
19|118|600
19|119|5600
19|120|3000
19|121|14400
19|122|9000
19|123|21000
19|124|3200
19|125|5400
19|126|11800
19|127|8400
19|128|34000
19|129|1800
19|130|11200
19|131|13200
19|132|2000
19|133|4000
19|134|9000
19|135|20200
19|136|5400
19|137|600
19|138|5200
19|139|7600
19|140|6200
19|141|16800
19|142|22800
19|143|5200
19|144|2000
19|145|2200
19|146|1800
19|147|13800
19|148|0
19|149|27600
19|150|15800
19|151|1200
19|152|12400
19|153|2200
19|154|3800
19|155|2400
19|156|10400
19|157|2600
19|158|7000
19|159|8600
19|160|1600
19|161|14800
19|162|9600
19|163|4000
19|164|29000
19|165|10000
19|166|6000
19|167|6000
19|168|11200
19|169|15400
19|170|9000
19|171|600
19|172|2800
19|173|30800
19|174|1400
19|175|5000
19|176|7600
19|177|10400
19|178|2200
19|179|5000
19|180|600
19|181|4200
19|182|3200
19|183|1400
19|184|1400
19|185|26800
19|186|29200
19|187|800
19|188|8000
19|189|3600
19|190|800
19|191|200
19|192|2800
19|193|6200
19|194|10200
19|195|5000
19|196|6200
19|197|1400
19|198|1000
19|199|0
19|200|1400
19|201|22600
19|202|42600
19|203|17800
19|204|26600
19|205|19000
19|206|36600
19|207|17600
19|208|5600
19|209|1800
19|210|7600
19|211|38200
19|212|200
19|213|3600
19|214|1200
19|215|400
19|216|2200
19|217|30200
19|218|16600
19|219|4000
19|220|11400
19|221|400
19|222|8600
19|223|5000
19|224|4200
19|225|4800
19|226|0
19|227|8000
19|228|11600
19|229|3600
19|230|41000
19|231|12400
19|232|5400
19|233|12600
