9|0|23296172|0
15|0|23192009|0
1|0|25590213|0
22|0|15526937|0
6|0|30888404|0
10|0|30648274|0
12|0|30741053|0
8|0|33532131|0
2|0|33664089|0
19|0|23782723|0
14|0|34602315|0
3|0|36527393|0
11|0|34166415|0
25|0|24347600|0
23|0|23799693|0
28|0|24489753|0
16|0|24671949|0
4|0|36254342|0
7|0|37483713|0
0|0|38507347|0
5|0|37215740|0
13|0|38224512|0
30|0|28027671|0
24|0|28005672|0
27|0|29061987|0
26|0|30249117|0
21|0|31225651|0
18|0|31486458|0
17|0|32438055|0
20|0|33002611|0
31|0|33730145|0
29|0|34517708|0
1|0|66289464|2977
22|0|79377571|3204
9|0|82635609|3117
15|0|82792427|3215
6|0|105020393|3141
22|0|113954496|433
27|0|231396828|2142
28|0|243878778|3601
10|0|282065226|4205
20|0|269894235|3878
30|0|279435254|2402
14|0|296663216|4079
19|0|308796115|4232
1|0|253822561|2057
24|0|305114527|2943
29|0|291386086|2493
12|0|312908897|4297
17|0|303592948|4006
13|0|309700320|4044
16|0|312829102|4153
23|0|313409106|4281
15|0|242047877|950
26|0|308631938|3814
8|0|316269552|4855
25|0|315596011|4095
7|0|315544488|4521
18|0|309972864|4331
9|0|246426429|1177
21|0|311498425|4122
11|0|319858536|4314
31|0|310494639|3773
5|0|320508693|4925
20|0|45848122|0
3|0|325084049|4791
28|0|81268690|42
4|0|328659450|4778
10|0|52107819|53
23|0|16648864|0
14|0|34114121|0
12|0|21422069|0
16|0|18829423|0
25|0|16447393|0
2|0|333323435|5438
19|0|24262756|0
8|0|22613247|0
13|0|25391765|0
18|0|21146183|0
17|0|27472209|0
7|0|23060942|0
21|0|21795981|0
11|0|20620658|1
26|0|26471072|1
31|0|23528133|0
22|0|160055541|3864
2|0|13845936|5
3|0|21627585|10
5|0|23902990|7
4|0|18207490|37
15|0|33864997|3275
6|0|247806757|1228
30|0|120137484|5643
19|0|75649803|4446
23|0|78820000|4469
25|0|78074301|4190
9|0|93197140|5665
12|0|80210233|4363
24|0|102055015|5731
27|0|174974906|6308
29|0|102432747|4887
16|0|79640601|4294
28|0|86443121|4309
22|0|66913665|2839
10|0|84536973|4694
24|0|14183283|389
30|0|26910751|585
14|0|100194396|4444
27|0|19871546|595
8|0|94392944|4552
18|0|94010947|4373
21|0|93061777|4394
15|0|87804677|3736
9|0|26458671|991
20|0|113195881|5844
7|0|99617641|4782
17|0|100510544|4751
26|0|97621670|4954
2|0|92995609|5635
11|0|99193099|4856
24|0|15008797|1755
3|0|94014286|5557
4|0|93437901|5013
27|0|12546954|1869
22|0|37157998|1549
19|0|43827891|2674
9|0|14948124|1463
12|0|42316753|2497
30|0|23210725|2378
29|0|42705953|3402
31|0|112087085|4946
13|0|118887086|6299
10|0|43294700|2799
28|0|46149222|2960
25|0|48084466|2810
23|0|49245194|4813
5|0|112068151|5230
15|0|23523115|937
6|0|111856564|6702
24|0|21529591|1532
16|0|52764283|3132
22|0|15641367|1905
27|0|21417600|1451
3|0|26618598|3036
26|0|29649674|2572
9|0|16951832|2404
11|0|29719781|2782
20|0|31856931|1959
30|0|16325700|964
4|0|28963369|3506
19|0|18093112|1286
25|0|12179721|1159
6|0|11450193|1904
10|0|13981557|1679
9|0|16110705|1766
24|0|23863777|2637
22|0|21503889|1686
28|0|28261618|2253
31|0|30701842|3140
3|0|20146971|1852
12|0|35271445|2872
29|0|34366901|2215
11|0|20156869|1873
26|0|22440686|1437
15|0|33299434|3234
13|0|35804929|2411
8|0|61874419|4564
17|0|55098088|3886
20|0|25410911|1859
21|0|62233472|3816
27|0|30060543|2037
18|0|63559330|6458
7|0|59286543|4453
24|0|13035947|1086
14|0|68320506|4533
22|0|14096880|2216
2|0|61764510|17187
28|0|19125311|1451
25|0|36116610|2370
29|0|18354761|885
9|0|22204354|2977
31|0|21211063|1001
6|0|36293734|2883
19|0|39323759|2830
10|0|38062233|3264
30|0|42585740|2576
3|0|26393854|2359
12|0|25365857|2829
27|0|18540691|1346
4|0|44438317|3607
26|0|23520783|1981
5|0|56189460|5201
8|0|22438398|1997
23|0|58114023|9597
9|0|10202196|1459
16|0|53745050|3748
22|0|18732436|1960
24|0|20265657|2465
22|0|8400239|1005
11|0|38550984|3842
12|0|14124418|2151
15|0|37132384|3559
14|0|30466973|3319
21|0|34709269|2582
25|0|24567917|2901
19|0|21735781|3511
28|0|26034996|2895
4|0|17722535|2368
18|0|37820299|4467
9|0|17451809|4281
13|0|44336127|4096
7|0|39155572|3393
27|0|23742125|2674
6|0|29936719|3971
30|0|26322171|2529
17|0|45816897|4152
20|0|45200173|3910
8|0|24662336|3359
24|0|21926397|2016
16|0|23004290|3116
2|0|40853446|10239
3|0|28339810|3698
10|0|32991066|4384
29|0|36056357|2923
25|0|13115732|1051
23|0|28678001|4138
11|0|17327134|2514
19|0|14307634|1880
14|0|17158196|2290
31|0|39259766|2714
22|0|20077504|3820
28|0|16211223|1183
26|0|33378642|2732
27|0|11182805|1014
5|0|33894303|3858
30|0|11160259|1440
9|0|14810308|3476
15|0|20764363|2659
6|0|13227425|1593
3|0|9619711|1307
24|0|10653647|2517
21|0|22086747|1779
4|0|21123597|2903
22|0|7803661|1597
9|0|5549822|1887
12|0|28401998|3664
11|0|11620877|2136
25|0|14347752|2004
27|0|11462613|1941
28|0|12887267|2023
23|0|16159882|3446
19|0|15835733|2794
17|0|22531331|3059
16|0|22115303|3423
13|0|26689409|3170
10|0|20857845|2668
14|0|17648380|3591
30|0|14872527|2160
6|0|14547008|3488
26|0|19229710|1859
8|0|27087115|3970
5|0|20723260|3096
18|0|37487283|4388
20|0|31073872|3848
22|0|16884536|4466
31|0|25879910|2346
24|0|21200972|3871
3|0|21480257|3654
11|0|23071876|2735
15|0|29896126|3395
29|0|40164447|3130
12|0|27946328|3512
7|0|47782255|4173
8|0|17534342|2113
4|0|32500885|4158
27|0|25353094|3555
21|0|33876887|2947
25|0|27682117|4325
2|0|45647921|13322
14|0|24647832|2954
23|0|27849978|5417
28|0|29041929|4215
10|0|25868070|2949
19|0|28794241|3772
31|0|18421811|1825
6|0|25758169|3176
23|0|4364055|427
9|0|38814775|9506
